NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,22,B9, 8826 20TH AVENUE                          ,            ,11214,2,0,2,"2,182","1,869",1, B9 ,4/11/2013,$0 ,1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,28,B9, 8842 20TH AVENUE                          ,            ,11214,2,0,2,"2,112","1,869",1, B9 ,6/25/2013,$0 ,1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,31,B9, 8850 20TH AVENUE                          ,            ,11214,2,0,2,"2,182","1,869",1, B9 ,6/17/2013,"$625,000 ",1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,35,B9, 8860 20TH AVENUE                          ,            ,11214,2,0,2,"2,299","1,869",1, B9 ,1/7/2013,$0 ,1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,48,B9, 1963 20TH DRIVE                           ,            ,11214,2,0,2,"1,978","1,673",1, B9 ,9/25/2012,"$558,000 ",1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6466,98,B1, 229 BAY 23RD STREET                       ,            ,11214,2,0,2,"1,983","1,320",1, B1 ,3/4/2013,$0 ,1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6468,2,B9, 8876 20TH   AVENUE                        ,            ,11214,2,0,2,"1,980","1,993",1, B9 ,10/17/2012,"$550,000 ",1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6468,68,B1, 1918 19TH LANE                            ,            ,11214,2,0,2,"1,710","1,584",1, B1 ,8/31/2012,"$648,000 ",1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6468,82,B1, 1944 19TH   LANE                          ,            ,11214,2,0,2,"1,710","1,584",1, B1 ,12/18/2012,"$640,000 ",1945
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6485,77,B9, 1105 SHORE PARKWAY                        ,            ,11228,2,0,2,"2,183","1,734",1, B9 ,12/28/2012,"$550,000 ",1960
BATH BEACH               ,02  TWO FAMILY HOMES                        ,1,6485,77,B9, 1105 SHORE PARKWAY                        ,            ,11228,2,0,2,"2,183","1,734",1, B9 ,8/16/2012,$0 ,1960
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6365,29,C0, 25 BAY 14TH STREET                        ,4,11214,3,0,3,"3,142","5,300",1, C0 ,10/1/2012,$0 ,1997
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6365,52,C0, 8622 17TH AVENUE                          ,            ,11214,3,0,3,"2,167","3,060",1, C0 ,11/9/2012,$0 ,1910
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6365,69,C0, 8662 17TH AVENUE                          ,            ,11214,3,0,3,"2,094","2,328",1, C0 ,12/3/2012,$0 ,1920
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6366,24,C0, 8645 17TH   AVENUE                        ,            ,11214,3,0,3,"1,933","3,240",1, C0 ,9/21/2012,"$700,000 ",1901
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6368,6,C0, 69 BAY 17TH   STREET                      ,            ,11214,3,0,3,"4,833","3,826",1, C0 ,8/27/2012,"$950,000 ",1905
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6370,1,C0, 1847 BENSON AVENUE                        ,            ,11214,3,0,3,"2,579","2,648",1, C0 ,4/5/2013,$0 ,1925
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6370,21,C0, 75 BAY 19TH STREET                        ,            ,11214,3,0,3,"3,867","4,480",1, C0 ,3/15/2013,"$400,000 ",1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6370,61,C0, 14 BAY 20TH   STREET                      ,            ,11214,3,0,3,"3,867","3,428",1, C0 ,5/9/2013,"$1,398,000 ",1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6371,8,C0, 1853 BENSON AVENUE                        ,            ,11214,3,0,3,"1,856","2,375",1, C0 ,10/12/2012,$0 ,1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6371,57,C0, 8616 19TH   AVENUE                        ,            ,11214,3,0,3,"4,833","4,290",1, C0 ,9/5/2012,$0 ,1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6371,87,C0, 8682 19TH AVENUE                          ,            ,11214,3,0,3,"3,222","3,362",1, C0 ,5/22/2013,"$499,000 ",1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6371,88,C0, 8684 19TH AVENUE                          ,            ,11214,3,0,3,"3,222","3,362",1, C0 ,5/22/2013,"$998,000 ",1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6372,24,C0, 8665 19TH   AVENUE                        ,            ,11214,3,0,3,"2,658","4,160",1, C0 ,11/28/2012,$0 ,2009
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6372,165,C0, 32 BAY 22ND   STREET                      ,            ,11214,3,0,3,"1,837","2,821",1, C0 ,12/31/2012,$0 ,1965
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6373,60,C0, 20 BAY 23RD STREET                        ,            ,11214,3,0,3,"3,867","4,379",1, C0 ,1/2/2013,$0 ,1925
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6376,37,C0, 11 BAY 25TH STREET                        ,            ,11214,3,0,3,"1,933","2,774",1, C0 ,3/11/2013,"$845,000 ",1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6376,37,C0, 11 BAY 25TH STREET                        ,            ,11214,3,0,3,"1,933","2,774",1, C0 ,3/11/2013,$0 ,1930
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6377,6,C0, 77 BAY 26TH   STREET                      ,            ,11214,3,0,3,"3,867","3,624",1, C0 ,8/29/2012,$0 ,1901
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6378,16,C0, 8665 21ST AVENUE                          ,            ,11214,3,0,3,"2,900","3,696",1, C0 ,7/1/2013,$0 ,1968
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6379,1,C0, 2143 BENSON                               ,            ,11214,3,0,3,"2,075","4,032",1, C0 ,9/19/2012,$0 ,2006
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6379,3,C0, 2141 BENSON                               ,            ,11214,3,0,3,"2,758","4,032",1, C0 ,9/19/2012,$0 ,2006
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6395,69,C0, 152 BAY 11TH STREET                       ,            ,11228,3,0,3,"2,900","4,212",1, C0 ,5/7/2013,"$1,256,000 ",2008
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6398,48,C0, 102 BAY 14TH   STREET                     ,            ,11214,3,0,3,"2,058","2,612",1, C0 ,3/6/2013,$0 ,1960
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6399,58,C0, 8722 17TH AVENUE                          ,            ,11214,3,0,3,"3,792","2,714",1, C0 ,9/5/2012,"$927,000 ",1915
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6400,11,C0, 8757 17TH AVENUE                          ,            ,11214,3,0,3,"4,350","2,924",1, C0 ,4/24/2013,"$890,000 ",1915
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6400,26,C0, 8719 17TH   AVENUE                        ,            ,11214,3,0,3,"2,900","2,496",1, C0 ,9/27/2012,$0 ,1910
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6400,71,C0, 8700 BAY 16TH   STREET                    ,            ,11214,3,0,3,"2,513","2,238",1, C0 ,4/12/2013,$0 ,1905
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6408,8,C0, 137 BAY 23RD STREET                       ,            ,11214,3,0,3,"3,626","3,003",1, C0 ,8/1/2012,"$995,000 ",1955
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6411,61,C0, 8738 21ST AVENUE                          ,            ,11214,3,0,3,"2,910","2,728",1, C0 ,12/27/2012,$0 ,1987
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6412,11,C0, 8753 21ST AVENUE                          ,            ,11214,3,0,3,"1,740","2,623",1, C0 ,10/10/2012,"$780,000 ",1970
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6412,29,C0, 8707 21ST AVENUE                          ,            ,11214,3,0,3,"1,933","2,680",1, C0 ,1/31/2013,"$745,000 ",1975
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6412,50,C0, 110 BAY 28TH   STREET                     ,            ,11214,3,0,3,"2,900","3,085",1, C0 ,10/22/2012,$0 ,1970
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6412,55,C0, 120 BAY 28TH STREET                       ,            ,11214,3,0,3,"5,800","4,800",1, C0 ,3/14/2013,"$1,190,000 ",2006
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6414,20,C0, 125-127 BAY 29TH STREET                   ,            ,11214,3,0,3,"5,800","4,800",1, C0 ,2/12/2013,"$1,250,000 ",2008
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6414,28,C0, 115 BAY 29TH STREET                       ,            ,11214,3,0,3,"2,900","4,832",1, C0 ,3/25/2013,$0 ,2008
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6414,55,C0, 8716-8718 BAY PARKWAY                     ,            ,11214,3,0,3,"3,867","3,932",1, C0 ,4/10/2013,"$900,000 ",1910
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6426,1,C0, 1469 CROPSEY AVENUE                       ,            ,11228,3,0,3,"4,327","3,952",1, C0 ,12/28/2012,"$1,300,000 ",1899
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6427,6,C0, 1511 CROPSEY AVENUE                       ,            ,11228,3,0,3,"5,042","3,009",1, C0 ,5/2/2013,$0 ,1920
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6427,6,C0, 1511 CROPSEY AVENUE                       ,            ,11228,3,0,3,"5,042","3,009",1, C0 ,5/2/2013,$0 ,1920
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6429,14,C0, 227 BAY 11TH   STREET                     ,            ,11228,3,0,3,"1,983","2,750",1, C0 ,2/4/2013,$0 ,1935
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6429,30,C0, 187 BAY 11TH   STREET                     ,            ,11228,3,0,3,"1,933","2,529",1, C0 ,9/18/2012,"$600,000 ",1910
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6439,36,C0, 172 BAY 22ND   STREET                     ,            ,11214,3,0,3,"2,435","2,845",1, C0 ,11/8/2012,"$960,000 ",1945
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6441,38,C0, 8768 20TH   AVENUE                        ,            ,11214,3,0,3,"5,278","4,324",1, C0 ,3/11/2013,$0 ,1901
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6443,3,C0, 2049 CROPSEY AVENUE                       ,            ,11214,3,0,3,"1,842","2,181",1, C0 ,1/10/2013,$0 ,1935
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6443,19,C0, 183 BAY 25TH   STREET                     ,            ,11214,3,0,3,"2,900","3,933",1, C0 ,4/19/2013,"$990,000 ",1920
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6447,22,C0, 187 BAY 29TH STREET                       ,            ,11214,3,0,3,"5,800","4,180",1, C0 ,2/22/2013,"$1,200,000 ",1920
BATH BEACH               ,03  THREE FAMILY HOMES                      ,1,6447,139,C0, 8784 BAY PARKWAY                          ,            ,11214,3,0,3,"1,933","2,860",1, C0 ,12/13/2012,$0 ,1970
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6370,1203,R3, 70 BAY 20TH STREET                        ,1C          ,11214,1,0,1,0,0,1, R3 ,9/18/2012,$0 ,2007
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6400,1107,R3, 8726 BAY 16TH STREET                      ,3A          ,11214,1,0,1,0,0,1, R3 ,12/31/2012,"$485,000 ",2007
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6402,1212,R3, 8748 18TH   AVENUE                        ,1C          ,11214,1,0,1,0,0,1, R3 ,8/9/2012,$0 ,2007
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6412,1013,R3, 2120 BENSON AVENUE                        ,1C          ,11214,1,0,1,0,0,1, R3 ,5/10/2013,"$480,000 ",2006
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6412,1014,R3, 2120 BENSON AVENUE                        ,2C          ,11214,1,0,1,0,0,1, R3 ,7/2/2013,"$400,000 ",2006
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6424,1005,R3, 8785 14TH   AVENUE                        ,1A          ,11228,1,0,1,0,0,1, R3 ,8/15/2012,"$585,493 ",2011
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6424,1006,R3, 8785 14TH   AVENUE                        ,1B          ,11228,1,0,1,0,0,1, R3 ,8/29/2012,"$595,676 ",2011
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6424,1007,R3, 8785 14TH   AVENUE                        ,2A          ,11228,1,0,1,0,0,1, R3 ,3/7/2013,"$486,720 ",2011
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6424,1008,R3, 8785 14TH   AVENUE                        ,2B          ,11228,1,0,1,0,0,1, R3 ,11/20/2012,"$534,581 ",2011
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6424,1010,R3, 8785 14TH   AVENUE                        ,3B          ,11228,1,0,1,0,0,1, R3 ,8/9/2012,"$570,220 ",2011
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6426,1006,R3, 203 BAY 8TH   STREET                      ,3B          ,11228,1,0,1,0,0,1, R3 ,6/12/2013,"$560,000 ",2007
BATH BEACH               ,04  TAX CLASS 1 CONDOS                      ,1A,6443,1004,R3, 186 BAY 26TH   STREET                     ,1B          ,11214,1,0,1,0,0,1, R3 ,9/13/2012,"$535,000 ",2000
BATH BEACH               ,06  TAX CLASS 1 - OTHER                     ,1,6443,18,G0, 185 BAY 25TH   STREET                     ,            ,11214,0,0,0,"2,900",0,1, G0 ,4/19/2013,$0 ,1800
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6363,17,C2, 8659 16TH AVENUE                          ,6,11214,6,0,6,"2,708","3,600",2, C2 ,12/27/2012,$0 ,1909
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6365,13,C2, 63 BAY 14TH   STREET                      ,6,11214,6,0,6,"2,763","3,708",2, C2 ,12/19/2012,"$810,000 ",1910
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6394,37,C3, 8689 15TH   AVENUE                        ,4,11228,4,0,4,"2,344","2,160",2, C3 ,12/13/2012,"$294,000 ",1931
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2,6397,68,C1, 146 BAY 13TH                              ,12,11214,12,0,12,"6,500","8,760",2, C1 ,4/29/2013,$0 ,1926
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6437,43,C3, 190 BAY 20TH STREET                       ,4,11214,4,0,4,"3,517","3,000",2, C3 ,8/6/2013,$0 ,1926
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6437,43,C3, 190 BAY 20TH   STREET                     ,4,11214,4,0,4,"3,517","3,000",2, C3 ,1/7/2013,$1 ,1926
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6438,18,C3, 199 BAY 20TH STREET                       ,4,11214,4,0,4,"1,795","2,000",2, C3 ,12/17/2012,$0 ,1906
BATH BEACH               ,07  RENTALS - WALKUP APARTMENTS             ,2A,6443,37,C3, 168 BAY 26TH STREET                       ,            ,11214,4,0,4,"6,195","2,700",2, C3 ,10/19/2012,$0 ,1925
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 304 BAY 17TH STREET, 1C                   ",            ,11214,0,0,0,0,0,2, C6 ,8/30/2012,"$160,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 8853 BAY 16TH STREET, C3                  ",            ,11214,0,0,0,0,0,2, C6 ,10/15/2012,$0 ,1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 8889 BAY 16TH STREET, C3                  ",            ,11214,0,0,0,0,0,2, C6 ,11/29/2012,"$174,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 8909 BAY 16TH STREET, B1                  ",            ,11214,0,0,0,0,0,2, C6 ,4/22/2013,"$195,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 242 BAY 17TH ST, 3C                       ",            ,11214,0,0,0,0,0,2, C6 ,5/28/2013,"$183,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 262 BAY 17TH STREET, 2A                   ",            ,11214,0,0,0,0,0,2, C6 ,6/24/2013,"$200,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 8853 BAY 16TH   STREET, 3C                ",            ,11214,0,0,0,0,0,2, C6 ,7/10/2013,"$175,000 ",1949
BATH BEACH               ,09  COOPS - WALKUP APARTMENTS               ,2,6462,40,C6," 8889 BAY 16TH STREET, 3D                  ",            ,11214,0,0,0,0,0,2, C6 ,7/23/2013,"$165,000 ",1949
