NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1011,R4, 20 HENRY STREET                           ,4A-S        ,11201,1,0,1,0,0,2, R4 ,1/29/2013,"$1,575,196 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1012,R4, 20 HENRY STREET                           ,4B-S        ,11201,1,0,1,0,0,2, R4 ,2/8/2013,"$1,600,625 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1013,R4, 20 HENRY STREET                           ,4C-S        ,11201,1,0,1,0,0,2, R4 ,1/24/2013,"$1,338,998 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1014,R4, 20 HENRY STREET                           ,4D-S        ,11201,1,0,1,0,0,2, R4 ,1/24/2013,"$1,269,721 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1015,R4, 20 HENRY STREET                           ,5A-S        ,11201,1,0,1,0,0,2, R4 ,1/23/2013,"$1,697,386 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1016,R4, 20 HENRY STREET                           ,5B-S        ,11201,1,0,1,0,0,2, R4 ,1/29/2013,"$1,705,532 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1017,R4, 20 HENRY STREET                           ,5C-S        ,11201,1,0,1,0,0,2, R4 ,1/18/2013,"$1,376,637 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1018,R4, 20 HENRY STREET                           ,5D-S        ,11201,1,0,1,0,0,2, R4 ,3/1/2013,"$1,269,721 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1019,R4, 20 HENRY STREET                           ,6A-S        ,11201,1,0,1,0,0,2, R4 ,1/31/2013,"$1,783,937 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1020,R4, 20 HENRY STREET                           ,6B-S        ,11201,1,0,1,0,0,2, R4 ,1/18/2013,"$1,987,587 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1021,R4, 20 HENRY STREET                           ,6C-S        ,11201,1,0,1,0,0,2, R4 ,2/25/2013,"$2,985,472 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1022,R4, 20 HENRY STREET                           ,PH1-S       ,11201,1,0,1,0,0,2, R4 ,5/20/2013,"$2,888,738 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1023,R4, 20 HENRY STREET                           ,PH2-S       ,11201,1,0,1,0,0,2, R4 ,4/10/2013,"$2,542,533 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1024,R4, 20 HENRY STREET                           ,PH3-S       ,11201,1,0,1,0,0,2, R4 ,5/20/2013,"$2,596,537 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1025,R4, 20 HENRY STREET                           ,PH4-S       ,11201,1,0,1,0,0,2, R4 ,5/7/2013,"$2,532,351 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1026,R4, 20 HENRY STREET                           ,1A-N        ,11201,1,0,1,0,0,2, R4 ,2/1/2013,"$485,668 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1027,R4, 20 HENRY STREET                           ,1B-N        ,11201,1,0,1,0,0,2, R4 ,3/14/2013,"$1,273,794 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1028,R4, 20 HENRY STREET                           ,1C-N        ,11201,1,0,1,0,0,2, R4 ,6/26/2013,"$456,300 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1029,R4, 20 HENRY STREET                           ,1D-N        ,11201,1,0,1,0,0,2, R4 ,1/18/2013,"$536,581 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1030,R4, 20 HENRY STREET                           ,2A-N        ,11201,1,0,1,0,0,2, R4 ,1/29/2013,"$666,954 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1031,R4, 20 HENRY STREET                           ,2B-N        ,11201,1,0,1,0,0,2, R4 ,1/31/2013,"$984,611 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1032,R4, 20 HENRY STREET                           ,2C-N        ,11201,1,0,1,0,0,2, R4 ,2/4/2013,"$730,048 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1033,R4, 20 HENRY STREET                           ,2D-N        ,11201,1,0,1,0,0,2, R4 ,1/17/2013,"$587,493 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1034,R4, 20 HENRY STREET                           ,3A-N        ,11201,1,0,1,0,0,2, R4 ,1/9/2013,"$689,318 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1035,R4, 20 HENRY STREET                           ,3B-N        ,11201,1,0,1,0,0,2, R4 ,1/15/2013,"$1,015,158 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1036,R4, 20 HENRY STREET                           ,3C-N        ,11201,1,0,1,0,0,2, R4 ,1/29/2013,"$699,501 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1037,R4, 20 HENRY STREET                           ,3D-N        ,11201,1,0,1,0,0,2, R4 ,2/7/2013,"$607,858 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1038,R4, 20 HENRY STREET                           ,PH1-N       ,11201,1,0,1,0,0,2, R4 ,4/8/2013,"$2,191,237 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,211,1039,R4, 20 HENRY STREET                           ,PH2-N       ,11201,1,0,1,0,0,2, R4 ,1/24/2013,"$2,140,325 ",2012
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1206,R4, 9 COLLEGE PLACE                           ,1F          ,11201,1,0,1,0,0,2, R4 ,11/16/2012,"$1,507,010 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1207,R4, 9 COLLEGE PLACE                           ,1G          ,11201,1,0,1,0,0,2, R4 ,5/17/2013,"$975,673 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1209,R4, 9 COLLEGE PLACE                           ,1J          ,11201,1,0,1,0,0,2, R4 ,4/10/2013,"$2,750,802 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1210,R4, 9 COLLEGE PLACE                           ,2A          ,11201,1,0,1,0,0,2, R4 ,3/1/2013,"$1,527,375 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1215,R4, 9 COLLEGE PLACE                           ,2F          ,11201,1,0,1,0,0,2, R4 ,8/29/2012,"$1,037,596 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1220,R4, 9 COLLEGE PLACE                           ,2L          ,11201,1,0,1,0,0,2, R4 ,1/23/2013,"$1,629,200 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1221,R4, 9 COLLEGE PLACE                           ,3A          ,11201,1,0,1,0,0,2, R4 ,8/30/2012,"$1,481,553 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1225,R4, 9 COLLEGE PLACE                           ,3E          ,11201,1,0,1,0,0,2, R4 ,11/8/2012,"$1,654,656 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1231,R4, 9 COLLEGE PLACE                           ,3L          ,11201,1,0,1,0,0,2, R4 ,10/24/2012,"$1,624,108 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1232,R4, 9 COLLEGE PLACE                           ,4A          ,11201,1,0,1,0,0,2, R4 ,2/1/2013,"$2,189,237 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1233,R4, 9 COLLEGE PLACE                           ,4B          ,11201,1,0,1,0,0,2, R4 ,4/8/2013,"$2,749,275 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1234,R4, 9 COLLEGE PLACE                           ,4C          ,11201,1,0,1,0,0,2, R4 ,4/22/2013,"$2,515,077 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1237,R4, 9 COLLEGE PLACE                           ,5A          ,11201,1,0,1,0,0,2, R4 ,11/30/2012,"$2,774,731 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1238,R4, 9 COLLEGE PLACE                           ,5B          ,11201,1,0,1,0,0,2, R4 ,4/22/2013,"$2,133,233 ",1923
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1013,R4, 360 FURMAN STREET                         ,213,11201,1,0,1,0,0,2, R4 ,3/1/2013,"$2,250,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1026,R4, 360 FURMAN STREET                         ,302,11201,1,0,1,0,0,2, R4 ,3/4/2013,"$1,285,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1044,R4, 360 FURMAN STREET                         ,320,11201,1,0,1,0,0,2, R4 ,12/21/2012,"$1,250,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1079,R4, 360 FURMAN STREET                         ,413,11201,1,0,1,0,0,2, R4 ,12/4/2012,"$1,150,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1132,R4, 360 FURMAN STREET                         ,521,11201,1,0,1,0,0,2, R4 ,12/14/2012,"$649,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1189,R4, 360 FURMAN STREET                         ,633,11201,1,0,1,0,0,2, R4 ,3/26/2013,"$1,459,600 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1223,R4, 360 FURMAN STREET                         ,722,11201,1,0,1,0,0,2, R4 ,12/20/2012,"$1,250,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1259,R4, 360 FURMAN STREET                         ,813,11201,1,0,1,0,0,2, R4 ,11/26/2012,"$1,185,000 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1296,R4, 360 FURMAN STREET                         ,905,11201,1,0,1,0,0,2, R4 ,12/27/2012,$0 ,2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1298,R4, 360 FURMAN STREET                         ,907,11201,1,0,1,0,0,2, R4 ,9/20/2012,"$651,680 ",2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1343,R4, 360 FURMAN STREET                         ,1008,11201,1,0,1,0,0,2, R4 ,8/7/2012,$0 ,2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1400,R4, 360 FURMAN STREET                         ,1123,11201,1,0,1,0,0,2, R4 ,4/16/2013,$0 ,2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,245,1401,R4, 360 FURMAN STREET                         ,1124,11201,1,0,1,0,0,2, R4 ,4/16/2013,$0 ,2008
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,258,1019,R4, 60 STATE STREET                           ,1B          ,11201,1,0,1,0,0,2, R4 ,8/29/2012,"$1,770,000 ",2001
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,265,1027,R4, 56 COURT STREET                           ,6H          ,11201,1,0,1,0,0,2, R4 ,1/14/2013,"$345,000 ",1921
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,265,1105,R4, 56 COURT STREET                           ,3A          ,11201,1,0,1,0,0,2, R4 ,8/15/2012,"$550,000 ",1927
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,265,1106,R4, 56 COURT STREET                           ,3B          ,11201,1,0,1,0,0,2, R4 ,8/16/2012,"$450,000 ",1927
BROOKLYN HEIGHTS         ,13  CONDOS - ELEVATOR APARTMENTS            ,2,265,1108,R4, 56 COURT STREET                           ,4B          ,11201,1,0,1,0,0,2, R4 ,8/15/2012,"$550,000 ",1927
BROOKLYN HEIGHTS         ,14  RENTALS - 4-10 UNIT                     ,2A,258,101,S9, 75 ATLANTIC AVENUE                        ,3,11201,3,2,5,"1,400","4,020",2, S9 ,5/3/2013,"$1,900,000 ",1910
BROOKLYN HEIGHTS         ,14  RENTALS - 4-10 UNIT                     ,2A,258,102,S3, 73 ATLANTIC AVENUE                        ,3,11201,3,1,4,"1,400","3,780",2, S3 ,8/7/2013,$0 ,1910
BROOKLYN HEIGHTS         ,14  RENTALS - 4-10 UNIT                     ,2A,268,37,S3, 50 LIVINGSTON STREET                      ,            ,11201,3,1,4,"2,381","5,391",2, S3 ,12/17/2012,$0 ,1901
BROOKLYN HEIGHTS         ,14  RENTALS - 4-10 UNIT                     ,2A,268,48,S4, 80 COURT STREET                           ,            ,11201,4,1,5,"2,460","3,478",2, S4 ,9/27/2012,"$5,250,000 ",1910
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,215,1004,R1, 37 CRANBERRY STREET                       ,4,11201,1,0,1,0,0,2, R1 ,6/26/2013,$0 ,1825
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,258,1202,R1, 322 HICKS                                 ,1,11201,1,0,1,0,0,2, R1 ,11/20/2012,$0 ,2003
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,258,1203,R1, 322 HICKS STREET                          ,2,11201,1,0,1,0,0,2, R1 ,7/22/2013,$0 ,2003
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,275,1204,R1, 118 STATE STREET                          ,4,11201,1,0,1,0,0,2, R1 ,12/11/2012,"$900,000 ",1900
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,275,1204,R1, 118 STATE STREET                          ,4,11201,1,0,1,0,0,2, R1 ,10/19/2012,"$900,000 ",1900
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,275,1302,R1, 149 ATLANTIC AVENUE                       ,2,11201,1,0,1,0,0,2, R1 ,3/15/2013,"$671,026 ",1900
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,275,1303,R1, 149 ATLANTIC AVENUE                       ,3,11201,1,0,1,0,0,2, R1 ,3/11/2013,"$681,209 ",1900
BROOKLYN HEIGHTS         ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,275,1304,R1, 149 ATLANTIC AVENUE                       ,4,11201,1,0,1,0,0,2, R1 ,1/25/2013,"$687,318 ",1900
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,244,1,O6, 205 MONTAGUE STREET                       ,            ,11201,0,1,1,"19,250","76,041",4, O6 ,12/19/2012,"$3,200,000 ",1962
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,244,15,O6, 181 MONTAGUE STREET                       ,            ,11201,0,1,1,"9,350","31,059",4, O6 ,12/13/2012,"$18,295,005 ",1904
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,250,20,O8, 147 REMSEN STREET                         ,6,11201,5,3,8,"4,900","13,560",4, O8 ,6/25/2013,"$6,500,000 ",1900
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,264,15,O7, 142 JORALEMON STREET                      ,            ,11201,0,65,65,"5,046","62,400",4, O7 ,2/20/2013,"$425,000 ",1927
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,264,15,O7, 142 JORALEMON STREET                      ,            ,11201,0,65,65,"5,046","62,400",4, O7 ,1/31/2013,"$880,000 ",1927
BROOKLYN HEIGHTS         ,21  OFFICE BUILDINGS                        ,4,268,46,O1, 76 COURT STREET                           ,            ,11201,0,15,15,"4,390","21,905",4, O1 ,9/27/2012,"$10,000,000 ",1900
BROOKLYN HEIGHTS         ,22  STORE BUILDINGS                         ,4,250,18,K2, 153 REMSEN STREET                         ,            ,11201,0,3,3,"2,300","4,200",4, K2 ,2/28/2013,"$2,791,593 ",1961
BROOKLYN HEIGHTS         ,22  STORE BUILDINGS                         ,4,276,16,K1, 169 ATLANTIC AVENUE                       ,            ,11201,0,1,1,"7,200","7,200",4, K1 ,12/27/2012,"$7,575,000 ",1938
BROOKLYN HEIGHTS         ,26  OTHER HOTELS                            ,1,225,13,A9, 34 ORANGE STREET                          ,            ,11201,1,1,1,"1,692","3,040",4, H8 ,11/20/2012,"$2,825,000 ",1920
BROOKLYN HEIGHTS         ,26  OTHER HOTELS                            ,4,248,15,H8, 98 MONTAGUE STREET                        ,224,11201,0,1,1,"15,600","187,200",4, H8 ,11/2/2012,"$81,000,000 ",1912
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1003,R5, 195 MONTAGUE STREET                       ,C           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1004,R5, 195 MONTAGUE STREET                       ,D           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1005,R5, 195 MONTAGUE STREET                       ,E           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1008,R5, 195 MONTAGUE STREET                       ,H           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1009,R5, 195 MONTAGUE STREET                       ,I           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1010,R5, 195 MONTAGUE STREET                       ,J           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1011,R5, 195 MONTAGUE STREET                       ,K           ,11201,0,1,1,0,0,4, R5 ,1/8/2013,$0 ,1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,244,1012,R5, 195 MONTAGUE STREET                       ,L           ,11201,0,1,1,0,0,4, R5 ,8/1/2013,"$6,000,000 ",1960
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,245,1511,RS, 360 FURMAN STREET                         ,P49         ,11201,0,0,1,0,0,4, R5 ,8/7/2012,$0 ,2008
BROOKLYN HEIGHTS         ,28  COMMERCIAL CONDOS                       ,4,258,1009,R5, 60 STATE STREET                           ,P9          ,11201,0,1,1,0,0,4, R5 ,10/1/2012,"$92,500 ",2001
BROOKLYN-UNKNOWN         ,02  TWO FAMILY HOMES                        ,1,7104,476,B3, 2094 EAST 2ND   STREET                    ,            ,11223,2,0,2,"3,000","1,818",1, B3 ,1/16/2013,$0 ,1925
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3489,114,S1, 339 ROCKAWAY AVENUE                       ,            ,11212,1,1,2,"2,002","1,680",1, S1 ,12/14/2012,"$245,000 ",1930
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3495,2,S1, 35 HERZL STREET                           ,            ,11212,1,1,2,"2,000","3,600",1, S1 ,9/11/2012,$0 ,1930
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3514,148,A5, 528 SARATOGA AVENUE                       ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,12/19/2012,"$267,800 ",1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3516,79,A5, 146 HERZL STREET                          ,            ,11212,1,0,1,"2,800","1,620",1, A5 ,4/19/2013,$0 ,1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3517,65,A5, 138 AMBOY STREET                          ,            ,11212,1,0,1,"2,800","1,620",1, A5 ,8/31/2012,$0 ,1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3517,65,A5, 138 AMBOY STREET                          ,            ,11212,1,0,1,"2,800","1,620",1, A5 ,8/31/2012,$0 ,1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3535,6,A5, 147 GRAFTON STREET                        ,            ,11212,1,0,1,"2,000","1,520",1, A5 ,8/31/2012,$0 ,1930
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3535,8,A5, 143 GRAFTON STREET                        ,            ,11212,1,0,1,"2,000","1,520",1, A5 ,1/28/2013,"$325,000 ",1930
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3538,27,A5, 174 SUTTER AVENUE                         ,            ,11212,1,0,1,"2,800","1,116",1, A5 ,2/11/2013,$0 ,1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3541,124,A5, 188 BRISTOL STREET                        ,            ,11212,1,0,1,"1,800","1,148",1, A5 ,3/19/2013,"$292,000 ",1987
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3541,138,A5, 216 BRISTOL STREET                        ,            ,11212,1,0,1,"1,800","1,148",1, A5 ,10/25/2012,$1 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3552,65,A5, 230 LEGION STREET                         ,            ,11212,1,0,1,"1,800","1,148",1, A5 ,11/30/2012,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3553,148,A5, 708 SARATOGA AVENUE                       ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,12/5/2012,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3554,9,A5, 707 SARATOGA AVENUE                       ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,3/21/2013,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3556,14,A5, 235 HERZL STREET                          ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,2/15/2013,"$275,000 ",1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3556,19,A5, 223 HERZL STREET                          ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,1/23/2013,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3559,128,A5, 260 CHESTER STREET                        ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,12/3/2012,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3567,145,A5, 266 LEGION STREET                         ,            ,11212,1,0,1,"1,800","1,674",1, A5 ,4/19/2013,$0 ,1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3569,35,A5, 130 DUMONT AVENUE                         ,            ,11212,1,0,1,"1,600","1,800",1, A5 ,6/7/2013,"$187,500 ",1920
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3580,15,S1, 295 EAST 98TH   STREET                    ,            ,11212,1,1,2,"1,792","3,102",1, S1 ,5/2/2013,"$403,500 ",1930
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3618,13,A5, 549 WATKINS ST                            ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,4/8/2013,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3618,26,A5, 521 WATKINS STREET                        ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/26/2013,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3625,151,A5, 936 ROCKAWAY AVENUE                       ,            ,11212,1,0,1,"1,800","1,148",1, A5 ,7/12/2013,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3811,132,A5, 400 CHRISTOPHER AVENUE                    ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/23/2013,"$183,534 ",1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3811,132,A5, 400 CHRISTOPHER AVENUE                    ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/20/2013,$0 ,1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3811,132,A5, 400 CHRISTOPHER AVENUE                    ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,1/16/2013,$100 ,1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3811,135,A5, 410 CHRISTOPHER AVENUE                    ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/15/2013,"$174,763 ",1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3813,102,A5, 631 SACKMAN STREET                        ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/13/2013,$0 ,1990
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3813,145,A5, 480 POWELL STREET                         ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,6/9/2013,$0 ,1990
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3813,145,A5, 480 POWELL STREET                         ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,11/8/2012,$0 ,1990
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3814,17,A5, 465 POWELL STREET                         ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,5/29/2013,"$240,000 ",1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3829,24,A5, 670 SACKMAN STREET                        ,            ,11212,1,0,1,"1,802","1,116",1, A5 ,4/4/2013,"$214,000 ",1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3830,6,A5, 687 SACKMAN STREET                        ,            ,11212,1,0,1,"1,802","1,116",1, A5 ,3/28/2013,"$280,000 ",1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3830,23,A5, 647 SACKMAN STREET                        ,            ,11212,1,0,1,"1,802","1,116",1, A5 ,6/25/2013,"$262,000 ",1986
